date,open,high,low,close,volume,taker_buy_volume,pvsra_label,rsi,target,dxy
2023-10-07 07:00:00,27890.02,27918.03,27879.68,27890.8,561.84124,267.79689,bull100,41.90262100631316,hold,106.04000091552734
2023-10-07 08:00:00,27890.79,28020.32,27880.01,28006.61,897.75485,508.48828,bull100,60.68561419605088,hold,106.04000091552734
2023-10-07 09:00:00,28006.61,28029.67,27935.72,27951.74,586.57148,204.53867,bear100,49.93624023035798,hold,106.04000091552734
2023-10-07 10:00:00,27951.74,27962.1,27927.95,27947.1,332.66111,132.98891,bear100,46.72465635738831,hold,106.04000091552734
2023-10-07 11:00:00,27947.1,28013.54,27932.81,27942.12,1088.56179,632.61058,bear200,37.648160469185015,hold,106.04000091552734
2023-10-07 12:00:00,27942.12,27986.27,27940.0,27958.99,459.84766,232.84745,bull100,48.25634315621824,hold,106.04000091552734
2023-10-07 13:00:00,27958.99,27975.9,27895.28,27938.91,529.87848,243.23569,bear100,51.17955834439479,hold,106.04000091552734
2023-10-07 14:00:00,27938.9,27955.41,27913.89,27952.48,387.71554,182.40209,bull100,56.05286505338504,hold,106.04000091552734
2023-10-07 15:00:00,27952.47,27971.82,27898.71,27939.8,507.34327,212.11471,bear100,55.76115405685075,hold,106.04000091552734
2023-10-07 16:00:00,27939.8,27964.2,27930.01,27940.88,497.48482,246.92893,bull100,60.12069809166498,hold,106.04000091552734
2023-10-07 17:00:00,27940.89,27961.48,27902.48,27933.15,538.47368,257.3853,bear100,55.59275708916992,hold,106.04000091552734
2023-10-07 18:00:00,27933.16,27946.6,27862.34,27891.19,818.92675,358.26922,bear100,46.278822720740045,hold,106.04000091552734
2023-10-07 19:00:00,27891.2,27920.0,27850.0,27865.48,543.6974,272.11608,bear100,44.72222222222254,buy,106.04000091552734
2023-10-07 20:00:00,27865.49,27925.92,27856.66,27925.55,447.15335,232.67895,bull100,54.66600147043376,hold,106.04000091552734
2023-10-07 21:00:00,27925.55,27956.74,27913.31,27931.9,449.53979,182.99469,bull100,55.31832298136657,hold,106.04000091552734
