Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_long_entr…(C,12,26,9,14,14,3,3,40.0,60.0)","Exit_long_entr…(C,12,26,9,14,14,3,3,40.0,60.0)","Entry_short_ent…(C,12,26,9,14,14,3,3,40.0,60.0)","Exit_short_ent…(C,12,26,9,14,14,3,3,40.0,60.0)"
-0.0418594,13778,15172,67645.0,63775.53999999999,,,159.2226814479621,2.750592476038,0.056231055214723914,2024-07-28 16:00:00+00:00,2024-09-24 18:00:00+00:00,58 days 02:00:00,,0.0,0.0,0.0,0.0
0.05046684,15516,15914,62414.55,67690.01,,,262.9528127400043,3.2829830063952,0.08348065827599485,2024-10-09 02:00:00+00:00,2024-10-25 16:00:00+00:00,16 days 14:00:00,,0.0,0.0,0.0,0.0
0.051188080000000004,16008,16320,71803.99,81835.73,,,509.573248519931,3.9322611392688,0.13864020843409947,2024-10-29 14:00:00+00:00,2024-11-11 14:00:00+00:00,13 days 00:00:00,,0.0,0.0,0.0,0.0
0.05085224,16490,16828,92309.51,94604.03,,,111.9289956271351,4.7524860976648,0.023844382122708743,2024-11-18 16:00:00+00:00,2024-12-02 18:00:00+00:00,14 days 02:00:00,,0.0,0.0,0.0,0.0
-0.047278350000000004,17209,17764,104019.94,95793.04,,,384.23084361350874,4.7234140014915,0.07812918859595583,2024-12-18 15:00:00+00:00,2025-01-10 18:00:00+00:00,23 days 03:00:00,,0.0,0.0,0.0,0.0
-0.05483918,17984,18087,103684.43,104631.98,,,-57.674815561472236,5.7119505524719,-0.010143357155939371,2025-01-19 22:00:00+00:00,2025-01-24 05:00:00+00:00,4 days 07:00:00,,0.0,0.0,0.0,0.0
-0.05744925,18745,19346,96966.92,83531.07,,,766.694768536496,5.18473707600375,0.13763045175612462,2025-02-20 15:00:00+00:00,2025-03-17 16:00:00+00:00,25 days 01:00:00,,0.0,0.0,0.0,0.0
0.08547894,19693,20393,83100.0,94752.0,,,988.3993086615595,7.6013002184400005,0.1391464981949458,2025-04-01 03:00:00+00:00,2025-04-30 07:00:00+00:00,29 days 04:00:00,,0.0,0.0,0.0,0.0
-0.09601846,20399,20594,94555.89,100758.07999999999,,,-604.9016057353429,9.3768733079431,-0.0666256431513678,2025-04-30 13:00:00+00:00,2025-05-08 16:00:00+00:00,8 days 03:00:00,,0.0,0.0,0.0,0.0
0.07429484,20841,21672,105928.11,100865.66,,,-383.79576778557293,7.681855027573401,-0.048767479047818314,2025-05-18 23:00:00+00:00,2025-06-22 14:00:00+00:00,34 days 15:00:00,,0.0,0.0,0.0,0.0
0.06610286,21818,21828,107449.28,107310.99999999999,,,-16.23883784200127,7.0981343612004,-0.0022862893078484095,2025-06-28 16:00:00+00:00,2025-06-29 02:00:00+00:00,0 days 10:00:00,,0.0,0.0,0.0,0.0
0.06539135,22001,22465,108121.99,114960.01,,,439.85354255664936,7.293816570350001,0.06221194227002276,2025-07-06 07:00:00+00:00,2025-07-25 15:00:00+00:00,19 days 08:00:00,,0.0,0.0,0.0,0.0
